x0,x1,x2,x3,x4,y
0.14395861,0.08971104,-1.4849162,0.62067837,1.199837,-6.018178939819336
-0.3448512,0.30480903,0.99430615,0.5134483,0.78939885,-1.1932530403137207
-0.67480385,0.14419404,0.17805676,0.5997172,1.6988306,-9.119312286376953
0.5920217,0.5671633,-0.92796105,-0.17325969,1.7914999,-8.714837074279785
-1.052275,1.3310299,0.86110276,-0.19270536,0.6769238,-2.7588305473327637
0.0012691686,0.07474322,-0.6202207,-0.102173656,0.5569272,-0.8024941086769104
0.31842804,1.2092936,-1.4189483,0.17205936,0.21986245,-0.31487712264060974
-0.03728157,0.33229297,1.2008307,1.7025875,-0.26114973,3.8471598625183105
0.27885163,1.3514416,-0.09307673,0.6623065,0.7295389,-1.4411201477050781
-1.5203284,0.8217539,1.410755,1.3927002,-0.6694823,1.0645695924758911
-0.3585456,-0.6821654,-0.147189,1.0941002,-0.6938065,-2.124727249145508
-1.0207484,0.20983881,0.67541754,-0.24754253,-1.0860481,-4.893639087677002
0.97110504,-0.39763287,-0.98632467,1.6916143,-0.52006865,-3.1772708892822266
-0.032015365,1.4489362,-1.9397815,0.27937657,-0.5547968,-2.0392727851867676
0.6678648,-0.34045842,1.7940239,1.109867,1.4292183,-1.4778742790222168
-0.6757778,-0.6257057,-0.06982346,-1.6148049,-0.25318906,-0.6425893306732178
-0.13040201,0.4396226,0.24366172,-0.64741695,0.16573985,-0.5283125638961792
-1.7790986,-0.7742643,-0.30960864,0.44098595,-0.22410797,-2.2028379440307617
1.0748674,-0.4812042,0.55032134,-0.16766323,-0.6805714,-0.4992021322250366
1.39222,0.33678117,0.6065885,-0.60781497,0.9966046,-2.324829339981079
-0.1094589,-0.8292338,-0.75312364,-0.48477447,1.4308289,-5.521082878112793
1.4774749,0.35230333,-0.07876033,-0.018170694,-0.0720388,1.464768409729004
-1.1693883,-0.904946,0.72529054,0.37370473,0.60665125,-1.7313764095306396
0.24504271,1.0315752,2.086472,-0.7589466,-2.0100706,-15.043149948120117
-0.59306663,1.5417782,-0.19570588,-0.30710617,-0.036396578,-0.47683581709861755
-1.0583264,0.7710093,0.13109957,-0.18112867,-1.1670208,-5.191630840301514
-0.10744444,1.2994883,1.5110879,1.0647371,-0.9665928,0.30747318267822266
-0.664654,-1.4137828,-1.1160189,1.0059302,1.1532052,-6.899574279785156
0.5543349,1.8905673,-1.097175,-0.808957,1.3174278,-2.877377986907959
1.2476708,-1.3579636,0.46127167,-0.19847657,-0.98043203,-1.8191733360290527
-0.4495893,0.15953386,-1.2718586,-0.43622372,0.13673332,0.6039524078369141
-0.73653966,0.6291514,1.0927941,-0.9441701,-0.98357147,-5.70234489440918
-0.65694404,-0.23082098,1.2215118,0.1525224,-1.8196943,-10.21819019317627
-0.746159,1.3402771,0.36693224,0.19223982,-1.2173623,-5.050993919372559
2.243772,-0.663133,1.1593691,0.25537968,-0.18933807,2.728383779525757
0.46854863,0.8523687,0.77967834,0.5792386,0.01876955,1.370731234550476
0.53795516,-0.4789782,-1.1988503,-0.20939857,-1.5614747,-6.274579048156738
-0.37483218,0.69985104,-0.33249366,0.59527326,-0.2776628,-1.0019712448120117
-1.3309602,-0.47191197,-0.012737908,0.47449237,0.6940188,-2.788034439086914
-1.9912609,-0.1416574,-0.3408587,0.55362517,-0.80738497,-4.324288368225098
-0.090408,-0.37057668,-1.2955531,-0.0834885,0.46791932,-0.5309258699417114
0.07603385,0.24507332,0.52082545,1.0407608,1.4873961,-5.476898670196533
0.87858874,-1.0896744,-1.6239958,0.69949716,-1.9126786,-12.368391036987305
-2.2530644,0.64216894,-0.5411755,-0.026488792,2.1731842,-16.392581939697266
-1.8821428,-1.6136457,-0.4724054,-0.914816,1.0020046,-4.029854774475098
-0.4096244,2.273948,0.74432015,-0.4514012,-0.035567243,-1.0853934288024902
0.52360487,0.44278377,-0.9656539,2.329977,1.2787192,-8.88166618347168
0.8524169,-1.233474,0.48524648,-0.73460793,-0.19795409,0.021927595138549805
-0.7943585,1.5923384,-2.81347,2.064715,-0.24808925,-12.597029685974121
-0.42500615,0.7423948,1.7567084,2.0202057,1.3837274,0.928713321685791
-0.089316264,-0.048170805,-0.896269,-0.056091383,0.093545124,-0.01502239890396595
-1.3282541,-0.8903824,1.456849,0.33669648,-0.6196566,-1.499145269393921
-0.035707623,0.49619657,-0.25099772,0.7536269,0.8882134,-2.7807939052581787
-0.25907296,0.26002803,1.1757462,0.23397158,0.6939835,-1.153729796409607
1.7125812,1.4960145,-0.6589526,1.3060753,1.8971859,-10.806645393371582
0.7211019,-0.020829868,2.0722947,-0.18362172,0.7948075,-1.9350916147232056
0.84760815,1.0773591,0.44013593,1.2165993,-2.2090504,-12.72116470336914
1.3252829,0.6177801,-0.15592347,0.55474234,2.2337277,-13.816329956054688
0.60938394,0.8195508,1.2316558,-1.2771143,0.63350743,-3.740541696548462
-0.068728074,1.4161277,1.4993052,-0.342098,-0.547454,-1.9936645030975342
-0.6850197,1.4594811,-1.0545341,0.28969026,1.9092865,-12.232120513916016
0.25350985,1.1213032,-2.4961545,0.14543618,0.6170656,-1.6148624420166016
1.1131493,1.4604443,-1.3418117,1.8182834,-1.1335293,-7.621104717254639
-0.5067163,-1.8774536,-0.33295122,-0.11995145,0.19967102,-0.546445906162262
-0.20786636,-0.9252193,-0.38501132,-0.4100092,1.6014111,-7.585702419281006
0.8473483,-2.0605772,-2.2643213,-0.86353743,0.5017307,4.002799987792969
-0.2998026,-0.2809503,-0.61689913,-0.33330363,-1.0827874,-3.4058585166931152
0.12214364,0.69354385,0.6182069,0.9450668,0.43529025,0.7222044467926025
-1.8449069,-0.1610848,-0.11517031,-0.22938472,-0.077552795,-1.810113549232483
2.5007663,-0.33478197,-0.42182675,-1.2070931,0.6408092,2.2872252464294434
-0.37054893,1.3050625,0.66723686,-0.083933085,1.6544143,-8.693815231323242
-2.454596,0.57483006,-0.2126242,-0.13506041,-0.0844265,-2.4185452461242676
0.06703001,0.9547569,1.7928085,0.3421796,-0.78962207,-0.5765540599822998
1.5171639,0.30748743,0.16323012,-1.380171,0.6420263,-0.17000031471252441
-0.35191244,2.121041,2.2797058,-1.3106309,2.0342505,-18.742143630981445
0.7556809,0.7071259,-0.82484937,1.0359532,1.6776851,-9.397212028503418
-1.1401519,0.7279177,0.9369705,0.37372053,-2.3613544,-17.167804718017578
-0.4539526,0.021062355,1.5863005,0.24417485,-0.30557066,0.04059642553329468
0.13237691,-0.84268177,-1.116459,2.020167,-0.517954,-5.183319568634033
1.4376736,-2.01654,-1.1846331,-0.7721876,0.38150445,2.830554485321045
-0.14086476,0.9784267,0.23463304,0.0074376087,0.41722292,-0.6595994234085083
0.72759986,-0.8577861,0.69199693,0.1884811,0.8797949,-1.33366060256958
-1.1023452,0.42432326,0.2161092,0.35284832,0.13413814,-1.003816843032837
-0.2841724,-0.49306962,0.31747293,-0.009785394,0.6607186,-1.600032925605774
0.2335608,0.056512475,1.1133509,0.13431641,0.24498948,0.3525838851928711
0.27676973,1.4027723,0.47574607,1.3353481,0.12383199,1.5013399124145508
0.28044593,-0.11510491,0.9394833,-1.9589751,0.71436876,-4.931370735168457
-1.3406026,0.39131835,-0.32399592,0.106472455,-1.0327504,-4.609315872192383
1.0141705,-1.0391688,-1.0615547,1.7907205,-0.2870164,-3.034860134124756
0.08529436,-0.62592643,-2.1145096,-2.170947,-1.3378063,3.897094249725342
-0.87980926,1.2248003,0.88070995,-0.6081996,-1.1634107,-6.011677265167236
-1.007608,-0.89827687,-0.6629503,-1.1784585,-1.1231303,-3.2293543815612793
0.2812754,-0.20384386,-0.7107924,-0.84200746,-0.42189974,0.9442622065544128
0.5154289,0.88172704,-1.6976202,0.82478315,0.19295847,-2.3966071605682373
0.4132969,0.24122968,0.28777057,-0.53294086,-0.6708039,-1.2433661222457886
0.84361494,0.58317703,-0.087659076,0.76650673,-0.65568364,-0.5805307030677795
0.38645303,-0.9013218,-0.73814756,-1.7865424,0.522416,2.2051613330841064
0.5105829,1.2301468,0.2699551,0.12154968,-0.32022753,0.2685718238353729
0.68081653,-0.30869415,0.7172582,-0.30155212,0.6328535,-0.9532755613327026
-0.16160485,0.85666054,-0.42981938,0.9608739,-0.41916412,-1.514704942703247
-0.1176171,0.7516473,1.4638928,-0.99571157,-1.3562455,-8.551053047180176
-0.07873069,-1.0969255,-2.6571686,2.3153355,-0.66162467,-13.696446418762207
-0.6128878,-0.47624454,0.6065122,0.0735588,0.3938711,-0.989062488079071
-1.1899596,-1.7481195,-0.121025756,-0.18568039,2.1677868,-15.242915153503418
1.4390781,-0.57383895,0.37689912,0.12083198,0.45102382,0.9198935627937317
-1.13719,0.92795366,0.8068735,-0.37014434,0.50615716,-2.503094434738159
2.0280743,-0.9303956,-0.15983647,-1.4663688,1.3244557,-2.765716791152954
0.6154537,0.4329336,0.30979326,1.6135743,-0.42820895,1.0651140213012695
0.267358,-0.3981265,0.103538215,-0.45263287,0.28475767,-0.0696323961019516
-1.1890682,-1.4309481,-0.55295956,-0.23660807,0.09015158,-0.9517807364463806
-0.99629873,1.5686332,-0.9584795,-0.9134162,-0.5265043,-0.07693749666213989
-1.7169275,-1.8423384,0.56061846,-2.355122,-0.13424602,-4.4116435050964355
0.35721505,1.3141699,0.6015759,-0.4869947,0.8895719,-2.6027278900146484
-0.06839883,0.02920241,1.402377,0.13386962,2.3624809,-16.43687629699707
0.48760092,-0.043964468,-0.71372414,1.3644996,0.82956374,-3.524679660797119
0.2201588,1.4677683,0.466345,-0.03679006,-1.3036747,-4.912858009338379
-0.30986327,0.60189974,-0.21769322,-0.13401544,-2.318534,-16.378313064575195
1.8123547,0.2040106,1.9060874,0.6940216,-0.63612145,3.2441349029541016
0.012297822,0.5538664,-0.48036128,0.57876164,0.7554328,-2.255767822265625
0.29217902,-0.15094857,0.9208371,-1.2627203,0.05490174,-2.0423829555511475
1.4314076,-0.32322738,0.7468995,-0.045764416,-0.049293797,1.355755090713501
0.5136233,-0.53104943,-1.1919415,1.5061111,1.3844391,-8.826784133911133
0.15690784,-0.7810494,0.6943446,-0.07607731,-1.2978263,-5.001799583435059
-0.6787939,0.21008977,0.5041963,-0.32248586,-1.7685642,-10.387444496154785
-0.8793758,-0.3603553,-1.0898527,-1.3437427,-0.0344984,2.0460169315338135
0.021395776,0.4956157,-0.98476577,1.2430638,2.0215137,-14.68641185760498
0.49505293,0.34827653,1.1889138,0.03831621,-0.25104803,0.3970869481563568
0.8128183,-1.4370002,-1.509473,0.01124245,0.2055268,0.6521540880203247
0.60744977,-0.14167738,0.26887825,-1.5435345,0.7953692,-2.1204323768615723
-1.236802,-0.9614425,1.7623237,0.3417147,1.2140416,-4.454069137573242
0.7908883,-0.2298485,1.422431,-1.1400704,-0.27711824,-2.6828384399414062
1.0273906,-0.10914702,1.1828632,1.5309135,0.13206704,4.596787929534912
0.10432793,-1.0509937,0.90564144,0.24380693,1.1462842,-3.3959712982177734
-0.9837242,0.6417571,-0.8136524,1.7230631,1.7609255,-13.090249061584473
0.41292876,0.5945318,1.5985578,-0.21186073,-0.626761,-1.4429025650024414
2.3947585,1.1454184,-0.5333802,-0.14937477,-0.083218396,2.533329725265503
0.38584512,-1.5042171,0.41668203,-1.9354557,1.1782562,-5.391956806182861
-1.7065593,-0.518248,0.17113179,0.18534197,0.57200474,-2.6246917247772217
-0.0730522,-1.60505,-1.2473787,0.23958571,-0.2570772,-0.8690264225006104
0.6841706,-0.33277106,0.7051452,-1.4646683,0.5226706,-2.200990676879883
1.2868725,-0.7226469,0.25919563,-0.7710854,-0.007760659,0.8869679570198059
2.4208596,1.5735048,-0.65647215,-1.3653388,0.037612714,4.209228992462158
-1.0009673,0.47916818,0.25493103,0.4801123,1.4743944,-7.277692794799805
0.10251119,0.593706,1.4559684,1.3592656,-0.8925194,1.6708335876464844
0.17396107,0.01623256,-1.4619163,1.2447518,-1.0026107,-6.481169700622559
0.56854254,1.5066433,-0.3180138,-0.49330094,0.088078424,0.8590221405029297
1.0887713,-2.0478737,-0.600356,1.0751346,0.6238256,-1.3696309328079224
-1.2708356,0.1736397,-0.07191955,-0.42524242,0.35356855,-1.5847012996673584
-0.86744976,-1.1094142,0.66576284,0.25594366,0.5386351,-1.3970375061035156
0.09010791,1.1769543,0.28075835,0.26357847,-0.1341563,0.1841178834438324
1.0263475,-1.1435878,-0.09439024,-0.6067991,-0.21279258,1.0050572156906128
0.64740044,0.490485,0.0743377,0.5540013,0.53210604,-0.11964374780654907
-1.1717864,1.063502,-0.97206634,1.3664451,1.1694217,-7.930977821350098
0.27196914,-0.34018338,-0.8477048,-0.6754302,0.4448594,0.8234003186225891
-0.30749768,-0.6431311,0.36258727,0.4879575,-0.37123725,-0.36709463596343994
1.0180905,1.4971417,-0.33206728,1.5191371,0.098351836,-0.01984025537967682
0.92095566,-0.67665195,0.17604968,0.38484824,-0.6043573,-0.039282798767089844
0.29868406,0.30312118,1.8587996,-1.7253846,-0.4104956,-6.621124267578125
-0.50989443,-0.7554697,-0.18561262,0.48426783,-0.2533253,-0.8821880221366882
-0.38848776,-0.9728558,2.343296,2.0340006,0.69416904,7.698431968688965
2.0612872,-0.9835931,-0.89812374,0.7960666,0.5310335,-0.21463525295257568
-0.4675107,0.2869795,-0.78364104,0.8101478,-0.5798251,-2.7458324432373047
0.04334541,-0.6233738,0.8771907,0.21625239,0.089634776,0.39863139390945435
-0.9978848,2.7348752,-0.3695595,0.1086649,0.74693465,-2.7519352436065674
-1.1264998,-1.5669672,-0.87156767,2.2283423,-0.88920605,-7.382863998413086
-0.40640008,-0.26804024,-1.6239402,0.50436145,0.10562737,-2.077977180480957
1.2515157,1.2244656,0.470041,-0.88162756,1.7259343,-8.513833999633789
0.10861685,-0.056569636,-0.16951622,-1.3600653,-2.7022715,-21.33708953857422
0.7829609,-0.72186154,1.0234123,-0.31461492,-0.21576361,-0.0006625205278396606
-0.53686494,-0.6931031,0.51122075,-1.2761921,-1.9163364,-12.858732223510742
-1.2231113,1.6238928,-0.11101718,0.14328744,0.26914915,-1.4722497463226318
-1.8884323,-1.6123775,1.1947503,1.5128084,0.8678104,-0.532860279083252
-1.5653517,-1.5589802,-0.70389915,0.7162832,1.3973603,-8.431581497192383
-0.8985068,-0.7087323,0.933763,0.1023388,0.977291,-3.5726795196533203
-1.2088052,1.3237158,0.38025308,0.04841307,0.8910462,-3.5538768768310547
-0.31773537,0.7364525,1.4826131,0.3791842,-0.9878431,-2.120870590209961
1.0707421,-0.5741082,-0.06837251,-1.2398952,1.2499074,-3.446514129638672
1.2115793,0.72200596,-0.10179769,-0.055873163,-0.019353686,1.221831202507019
-0.35608634,-0.19375491,-0.47869995,0.18210219,-0.22325315,-0.67995685338974
-0.9283515,-1.1706836,0.6002829,0.8484644,0.03239188,0.08713819831609726
-1.0866766,0.047281202,0.56260127,0.5328326,0.071220145,-0.5023488998413086
-1.6688089,2.5034788,-0.44273397,-1.1305636,-0.4029014,-1.154719591140747
0.8279952,-0.3991658,-1.3135183,0.08328715,0.014441816,0.6085711121559143
-1.3095721,-0.41023642,1.1958532,-0.48929206,-1.0603489,-5.852834224700928
1.2517033,0.66938907,1.3168517,0.36282173,-0.62928516,1.0192687511444092
1.6303221,-1.6539046,-1.6552043,1.831006,-0.72291553,-5.998876571655273
-0.6497971,0.62348825,0.49432972,0.1555942,0.2770901,-0.7263041734695435
-0.36393985,1.7846447,-1.1683259,0.587051,0.9435376,-4.406463146209717
1.488635,0.5346604,-0.6259993,0.78622675,1.4457508,-5.766305923461914
2.3354177,-0.5110679,1.7180476,0.66223407,0.19205932,4.500256538391113
0.8411296,-0.286749,0.23169543,1.8500036,-0.5239458,0.8748466968536377
0.551525,0.66130644,0.9924968,0.9553294,0.058029618,2.4377455711364746
-1.2577574,-1.3197023,1.1802754,0.14764723,-0.08179531,-0.92930006980896
0.78715235,-0.68744785,-0.48641115,0.18888494,1.3506738,-4.869558334350586
0.22389814,-1.2139418,1.6019864,0.792483,-0.6722451,1.4072518348693848
-0.41627893,0.26722112,1.4061514,-2.0489569,-1.0809609,-9.683995246887207
0.81593984,-2.907207,-0.45305562,-0.6044517,1.106976,-2.312547445297241
-0.52405196,0.4137512,1.726178,0.941253,0.94957507,0.02041029930114746
0.30628717,0.010498397,0.07942677,-1.2685368,0.68977827,-1.3226065635681152
-1.5027715,1.1176978,0.53164566,-0.92877465,0.9478174,-5.185402870178223
-0.5833763,-0.018273465,1.6344974,0.18886553,0.92795557,-2.5492801666259766
0.015814934,1.6627182,0.9281754,-1.342948,-1.1008104,-6.112518310546875
0.81441486,0.7580144,0.4743483,-0.62334174,-0.6784131,-1.1576802730560303
-1.4856275,-0.6887003,0.25244156,0.23688422,-1.0615406,-4.746634006500244
-0.29104277,-1.3838084,1.1001959,1.045232,0.38929662,1.5542216300964355
0.96404696,0.09543002,1.8384824,0.18614484,-0.022300772,1.647002935409546
-0.68957746,-0.3840831,0.7867888,0.36384732,-1.3296187,-5.4206929206848145
1.5062996,-1.4812232,2.2378414,0.8717266,0.37460062,4.986894607543945
1.0838497,-1.836765,-0.5560164,3.3371863,1.2980229,-7.681800842285156
0.54757595,0.474631,0.77091914,0.42462835,-0.19039634,1.0935319662094116
0.17817025,-0.28588814,-0.6595026,0.59044003,-1.1726681,-4.72607421875
0.4273308,-1.507342,-0.7557422,-0.2953531,0.16031606,0.7966486811637878
-1.4320422,0.46935686,0.6482166,-0.75894904,1.4709579,-8.907119750976562
-1.7639754,1.4965948,-0.62642306,0.49338037,0.9089399,-4.860620498657227
-1.0555779,0.5981888,-0.61616427,-1.1066548,0.027950905,0.3058406114578247
-0.2799241,-1.3267967,3.6388505,-1.0450349,0.27041388,-8.104745864868164
-0.548909,1.8844807,-2.1792665,-1.1873677,-0.768535,2.8543334007263184
1.2459208,-0.76802725,2.523904,-1.9878831,1.7263165,-17.72903823852539
0.5201248,0.12166728,0.88464296,2.0578804,0.42501783,3.619183301925659
-0.09871382,-1.2523963,-1.335653,1.3701273,-2.1098523,-17.11317253112793
1.0211118,1.6090393,0.40169117,2.0561314,-0.6613365,1.3608736991882324
-0.4723332,-2.1639764,1.2776204,0.9987047,0.49793404,1.335782766342163
0.43175223,-1.3249658,1.7165114,0.23932043,1.0450171,-2.0228376388549805
1.5580493,-0.45528808,-0.31831107,1.9102808,1.4699041,-6.139932155609131
0.6433051,-1.9292226,-0.676988,1.056795,-0.80458266,-2.7296297550201416
-0.6025906,0.6759869,1.5840311,-0.87532705,0.17897135,-3.471773386001587
0.9892666,-0.09753502,0.19767883,1.4297214,0.6901061,0.12577855587005615
0.34065977,-1.5535678,0.03495672,0.12511745,0.8580399,-1.859290361404419
-0.48776224,0.5802167,0.08488155,-0.18120751,-1.0389409,-3.7567191123962402
-0.51496506,0.4432168,1.1542655,-1.24712,0.14189817,-3.45438551902771
-2.1488142,-0.8130735,0.36211342,-0.20463371,-0.7764291,-4.105542182922363
-1.6510494,0.030778602,-0.68276954,-0.9571986,0.12469504,-0.3906038701534271
-0.349945,0.8269008,0.5155351,0.6257698,-0.7114431,-1.2231863737106323
-0.7751076,-0.18759732,1.2921841,1.4044191,-0.18745415,2.7490110397338867
-1.119673,0.39563707,-0.1002295,0.16614972,-1.2575468,-5.897251129150391
-0.030251238,0.3928614,-0.35228518,0.17460638,0.3586269,-0.539113461971283
-0.68284917,0.44599888,-0.54043543,0.22272845,0.8530918,-3.106886386871338
-0.4573042,-0.11155664,-0.26799527,-0.655869,-2.2428527,-15.196929931640625
0.8988182,-0.5515108,0.30789587,-2.3159707,-0.8258315,-2.5733301639556885
0.067606725,0.43216285,-0.35311306,1.7654868,1.3387712,-6.556151390075684
0.10643879,0.05938732,1.4244969,0.29867855,-0.07000898,0.9426683783531189
0.87329715,1.4244704,-1.9046584,1.1924183,0.3729353,-4.086244106292725
0.85304564,0.607262,-1.9826247,-1.1148472,1.7041088,-3.4382681846618652
-0.47769478,-0.20166905,1.5498354,0.020420117,1.5134667,-7.2861433029174805
0.5002938,0.53201205,0.13886642,-1.2565163,-1.7789279,-9.342435836791992
0.31328753,-0.94794095,1.3500123,0.5802619,0.77397066,0.0829169750213623
1.1766869,-0.1362336,-1.4400284,-0.75485355,-0.252765,3.1590375900268555
1.4922981,-1.6283227,2.2156672,0.9314951,-0.58167994,4.60500955581665
-0.19522126,0.31607848,-1.0393914,-0.61239004,-0.02830406,1.0754011869430542
-1.5043874,-0.20276487,-0.95009094,0.9538429,0.5901504,-4.361694812774658
-1.4197674,1.100756,0.08632832,-1.1898637,1.717291,-10.4724702835083
-0.21452132,-0.07697411,-0.34081686,-0.888346,0.39811265,-0.08447578549385071
1.1002969,1.1727759,-1.7225157,-1.0800567,0.6289279,3.6344752311706543
-2.1129436,0.23897678,0.5146179,1.3473688,-1.5522598,-7.954715251922607
-0.61036694,-0.29688418,-1.0807197,0.60088557,-1.4139937,-7.907279014587402
1.9249735,1.9383081,-2.0740619,0.38284767,-1.1080426,-3.3464012145996094
-0.9887533,0.3626198,0.31151566,-0.09851482,1.1178085,-4.798618316650391
1.122518,-0.72164136,0.6689842,1.6276803,1.2076626,-1.0750441551208496
-1.2458515,-0.53474575,-0.21042353,-0.41415042,0.25677085,-1.2693513631820679
0.17547917,0.5936861,1.8511577,-0.0016037106,-0.13983506,0.11088019609451294
0.7979234,1.0270518,0.26810253,-0.44016996,0.7576685,-1.1602826118469238
-0.09243706,1.9302018,1.8538691,-0.36229277,-1.164416,-5.503317356109619
-0.52743596,-0.28673548,-0.32981,0.5182669,0.057948038,-0.8793690800666809
2.0731304,-1.2986442,0.32943362,0.47809348,0.45580903,1.7648448944091797
-1.7630959,0.35183358,-0.31262717,-0.29701197,-1.1245203,-5.371025562286377
0.101650134,-0.5651192,-0.5423697,1.6444956,1.8247471,-11.671304702758789
-1.3027955,0.703612,0.80021715,1.1448716,1.920299,-10.533148765563965
-0.009301448,0.5911284,-0.82358265,0.6205319,-0.20610462,-1.1588574647903442
2.6953826,-0.6043506,-0.47235295,0.13871908,-1.3488386,-2.8937625885009766
-1.8192815,0.122544274,-0.26292613,-0.16198619,-0.82695484,-3.785663604736328
0.38600644,-0.37868664,-0.09569905,0.3676646,1.0041457,-2.709289789199829
-0.27999914,0.09484488,-0.11997416,0.8281579,0.9834456,-3.3802099227905273
1.9321339,0.27259946,-0.53042996,-0.3836163,0.55643886,1.410224437713623
0.63347024,-0.65776145,-0.5744134,-0.7144849,1.0284128,-1.718609094619751
-1.8769617,0.27167836,0.9267993,0.661815,-0.52582985,-1.4797135591506958
-1.2625741,0.37835434,-1.1045202,0.18552093,0.85458803,-3.8633594512939453
0.023249047,0.6482292,1.256641,-1.2755793,-0.10075809,-3.2130980491638184
1.790192,-0.4622319,-0.95896596,-0.3348145,0.542404,1.5497372150421143
-0.8601368,-1.6027228,-0.682101,-1.0527886,0.09762222,0.5474892258644104
0.6354423,-0.93718386,0.7069057,0.296771,-1.26112,-3.71625018119812
0.6685928,-0.89368117,-0.31682897,-0.2889503,-1.3573477,-4.675489902496338
0.42230695,-1.256511,0.103641406,1.2450975,-0.59058493,-0.36597740650177
-1.6947104,0.90299046,-0.40934426,-1.1247876,0.40525663,-1.2665585279464722
-0.9744569,1.060719,-1.0766472,-0.29890293,-0.056144916,-0.3402876853942871
-1.0545956,-1.5784094,0.2684187,-0.29482725,-1.3454007,-6.643178939819336
1.7217692,-0.22943693,0.09651463,-0.58471656,-0.25582018,1.4125699996948242
-0.24480107,-0.52404594,-0.8654169,1.0997859,-0.09060877,-2.1729774475097656
-0.37652054,-1.4255191,0.3392214,-0.3287962,-1.3021941,-5.686718463897705
0.32639778,1.712579,0.3888275,0.94548845,1.6034114,-6.651123046875
2.4769206,0.19352074,0.9846037,-0.5874565,0.5348484,0.4619084596633911
0.45100287,-2.0726204,0.9053278,0.46591988,-0.9936901,-1.667636513710022
-2.4497035,-1.3906997,-1.2479049,-0.25920683,-0.5180111,-2.607779026031494
-0.2399318,1.4963353,-1.5166277,0.07195112,1.4980315,-7.1904730796813965
-1.4358989,-1.0474585,-0.2771358,0.26521313,0.97683877,-4.445540904998779
1.0526786,-1.3707985,0.16702217,0.32794523,0.4425608,0.5746465921401978
0.28798547,-1.4732093,0.60657185,1.1072174,0.11869273,1.5889354944229126
0.88493335,0.25935397,0.12277143,-1.0214655,-0.16303536,0.5543781518936157
-1.7661698,-0.19497655,-0.8714324,0.7962176,-2.293089,-18.928640365600586
0.5532317,-0.34400395,-0.79927737,0.27555296,1.3688067,-5.508150100708008
-1.3079028,-1.8251305,-0.88606155,1.2935371,-2.0659301,-16.40441131591797
0.8329265,-0.0069345525,-0.078103326,0.80496,-1.3975725,-5.152440547943115
-0.49614242,-0.015406497,-0.5616143,-1.3447171,1.4110461,-4.958871364593506
0.5388109,0.5747667,-0.70846087,-1.711548,-0.7154144,1.4284870624542236
1.1785018,-1.0660827,0.7524892,-0.81986195,-2.0605218,-12.792623519897461
-0.019739553,0.81408423,0.43838376,-0.588372,0.93221176,-3.1426610946655273
-0.35060087,1.1318325,0.2187477,-0.47557434,0.92402315,-3.1201186180114746
-0.1873846,0.90103745,1.6129037,-2.2253804,0.07695069,-7.3837971687316895
-0.85039073,-0.6452002,-0.15814555,-1.1998602,1.5416336,-7.600788116455078
0.38473198,-0.4398218,1.6127839,-0.13987508,-0.22288823,-0.21548210084438324
-1.593897,1.4185805,-1.3278748,0.10190397,0.8423212,-3.9930434226989746
-1.6431024,-0.59906673,-0.8299025,-1.2077396,0.27995744,0.1263813078403473
-0.18436761,0.41615635,0.7557791,-0.55443776,-1.9533824,-12.4695405960083
0.26092562,0.11237699,0.37377715,-0.38146004,-0.48080274,-0.7177503108978271
